date,AK_Fairbanks_11_NE,AK_Sitka_1_NE,AK_St._Paul_4_NE,AK_Utqia?vik_formerly_Barrow_4_ENE,AL_Gadsden_19_N,AL_Selma_13_WNW,AZ_Elgin_5_S,AZ_Tucson_11_W,CA_Merced_23_WSW,CA_Redding_12_WNW,CA_Stovepipe_Wells_1_SW,CO_Boulder_14_W,CO_Cortez_8_SE,CO_Dinosaur_2_E,CO_La_Junta_17_WSW,CO_Montrose_11_ENE,CO_Nunn_7_NNE,FL_Titusville_7_E,GA_Brunswick_23_S,GA_Newton_11_SW,GA_Newton_8_W,GA_Watkinsville_5_SSE,HI_Hilo_5_S,HI_Mauna_Loa_5_NNE,IA_Des_Moines_17_E,ID_Arco_17_SW,ID_Murphy_10_W,IL_Champaign_9_SW,IL_Shabbona_5_NNE,KS_Manhattan_6_SSW,KS_Oakley_19_SSW,KY_Bowling_Green_21_NNE,KY_Versailles_3_NNW,LA_Lafayette_13_SE,LA_Monroe_26_N,ME_Limestone_4_NNW,ME_Old_Town_2_W,MI_Chatham_1_SE,MN_Goodridge_12_NNW,MO_Chillicothe_22_ENE,MS_Newton_5_ENE,MT_St._Mary_1_SSW,MT_Wolf_Point_29_ENE,MT_Wolf_Point_34_NE,NC_Asheville_13_S,NC_Asheville_8_SSW,ND_Medora_7_E,NE_Harrison_20_SSE,NE_Lincoln_11_SW,NE_Lincoln_8_ENE,NE_Whitman_5_ENE,NH_Durham_2_N,NH_Durham_2_SSW,NM_Los_Alamos_13_W,NM_Socorro_20_N,NV_Baker_5_W,NV_Mercury_3_SSW,NY_Ithaca_13_E,NY_Millbrook_3_W,OK_Goodwell_2_E,OK_Stillwater_2_W,OK_Stillwater_5_WNW,ON_Egbert_1_W,OR_John_Day_35_WNW,OR_Riley_10_WSW,RI_Kingston_1_NW,RI_Kingston_1_W,SC_Blackville_3_W,SC_McClellanville_7_NE,SD_Buffalo_13_ESE,SD_Sioux_Falls_14_NNE,TN_Crossville_7_NW,TX_Edinburg_17_NNE,TX_Monahans_6_ENE,TX_Muleshoe_19_S,TX_Palestine_6_WNW,VA_Cape_Charles_5_ENE,WA_Darrington_21_NNE,WI_Necedah_5_WNW,WV_Elkins_21_ENE,WY_Lander_11_SSE,WY_Moose_1_NNE,AL_Courtland_2_WSW,AL_Cullman_3_ENE,AL_Guntersville_2_SW,AL_Valley_Head_1_SSW,PA_Avondale_2_N,AL_Fairhope_3_NE,AL_Russellville_4_SSE,AL_Scottsboro_2_NE,OR_Corvallis_10_SSW,WA_Quinault_4_NE,ND_Northgate_5_ESE,SD_Pierre_24_S,OH_Coshocton_8_NNE,AR_Batesville_8_WNW,TX_Bronte_11_NNE,FL_Everglades_City_5_NE,NM_Las_Cruces_20_N,TX_Panther_Junction_2_N,AL_Clanton_2_NE,AL_Gainesville_2_NE,AL_Greensboro_2_WNW,AL_Selma_6_SSE,NC_Durham_11_W,VA_Charlottesville_2_SSE,AL_Muscle_Shoals_2_N,MO_Joplin_24_N,MO_Salem_10_W,MN_Sandstone_6_W,SD_Aberdeen_35_WNW,MT_Dillon_18_WSW,WA_Spokane_17_SSW,UT_Brigham_City_28_WNW,WY_Sundance_8_NNW,CA_Yosemite_Village_12_W,MI_Gaylord_9_SSW,IN_Bedford_5_WNW,UT_Torrey_7_E,TX_Port_Aransas_32_NNE,FL_Sebring_23_SSE,AL_Brewton_3_NNE,AL_Thomasville_2_S,AL_Troy_2_W,MS_Holly_Springs_4_N,TX_Austin_33_NW,AZ_Yuma_27_ENE,CA_Fallbrook_5_NE,AZ_Williams_35_NNW,CA_Bodega_6_WSW,NV_Denio_52_WSW,MT_Lewistown_42_WSW,ND_Jamestown_38_WSW,CA_Santa_Barbara_11_W,OR_Coos_Bay_8_SW,AL_Highland_Home_2_S,AL_Talladega_10_NNE,AL_Northport_2_S,CO_Akron_A_4_E,CO_Eads_16_ENE,CO_Grand_Junction_9_W,CO_Saguache_2_WNW,CO_Stratton_24_N,AZ_Holbrook_17_ESE,NM_Carrizozo_1_W,NM_Reserve_1_W,UT_Tropic_9_SE,AK_Sand_Point_1_ENE,AK_Port_Alsworth_1_SW,CO_Rocky_Ford_1_ESE,CO_Center_A_4_SSW,NM_Taos_27_NW,AZ_Cameron_25_SSE,AZ_Heber_3_SE,NM_Clovis_7_N,AZ_Bowie_23_SSE,AZ_Coolidge_5_W,AZ_Camp_Verde_3_N,AZ_Phoenix_7_S,CO_Kim_9_WSW,CO_Springfield_6_WSW,NM_Clayton_3_ENE,NM_Mills_6_WSW,NM_Raton_26_ESE,NM_Santa_Fe_20_WNW,CO_Colorado_Springs_23_NW,CO_Genoa_35_N,CO_Woodland_Park_14_WSW,NM_Artesia_2_WNW,NM_Mountainair_2_WSW,NM_Socorro_17_WSW,CO_Buena_Vista_2_SSE,CO_Craig_30_N,CO_Eagle_13_SSE,CO_Meeker_15_W,CO_Rifle_23_NW,UT_Midway_3_NE,UT_Provo_22_E,AK_Kenai_29_ENE,AK_Red_Dog_Mine_3_SSW,AZ_Kayenta_16_WSW,AZ_Page_9_WSW,AZ_Tsaile_1_SSW,NM_Aztec_43_E,NM_Grants_2_S,NM_Vaughn_36_SSE,UT_Blanding_26_SSW,UT_Bluff_32_NW,UT_Cedar_City_18_SSE,UT_Delta_4_NE,UT_Mexican_Hat_10_NW,UT_Milford_42_WNW,UT_Monticello_24_NW,UT_St._George_15_NE,AZ_Ajo_29_S,AZ_Amado_23_W,AZ_Gila_Bend_3_ENE,AZ_Lake_Havasu_City_19_SE,NM_Hagerman_10_ESE,NM_Nageezi_18_SSW,NM_Ramah_9_SE,SA_Tiksi_4_SSE,AZ_Safford_5_NNE,AZ_Whiteriver_A_1_SW,NM_Elida_14_SW,NM_Las_Vegas_6_NE,OK_Goodwell_2_SE,AK_Tok_70_SE,AZ_Fredonia_7_SSE,AZ_Kingman_8_NE,AZ_Meadview_7_N,NM_Hachita_7_ESE,UT_Beaver_15_E,UT_Grantsville_12_WNW,UT_Manila_18_ESE,UT_Price_3_E,UT_Spanish_Valley_25_SW,UT_Vernal_23_SSE,NM_Pinon_8_SSE,AK_Gustavus_2_NE,AK_Metlakatla_6_S,AK_King_Salmon_42_SE,AK_Glennallen_64_N,AK_Ivotuk_1_NNE,AK_Deadhorse_3_S,AK_Ruby_44_ESE,AK_Denali_27_N,AK_Selawik_28_E,AK_Yakutat_3_SSE,OH_Wooster_3_SSE,AK_Cordova_14_ESE,AK_Toolik_Lake_5_ENE,AK_Bethel_87_WNW,AK_Aleknagik_1_NNE
29-04-2008 00:00,275.15,277.85,269.15,259.05,281.65,285.85,290.65,297.95,287.05,283.45,305.05,278.85,286.35,289.85,285.75,282.75,286.05,289.95,289.95,289.15,287.65,284.65,294.15,276.45,278.55,281.95,283.15,278.95,276.55,285.05,284.35,279.65,,290.35,288.65,279.85,279.55,274.95,276.75,279.05,287.15,279.65,285.15,290.25,279.85,278.75,287.45,284.35,282.05,282.35,285.05,281.25,281.05,279.25,289.85,288.75,297.75,277.65,280.05,287.95,291.45,291.25,274.35,280.65,275.85,282.75,282.95,285.85,286.85,285.65,279.95,277.35,292.65,293.25,290.55,290.45,286.55,278.35,277.05,273.95,289.05,278.65,282.85,282.35,284.75,281.65,282.05,287.75,282.65,282.55,279.85,279.35,282.65,285.25,280.45,281.65,288.15,297.05,287.85,292.45,285.35,286.65,286.35,286.45,282.65,283.15,282.65,284.95,280.75,275.95,280.65,281.35,278.75,286.55,287.95,280.05,273.65,281.15,290.15,288.45,292.65,287.65,286.85,286.25,282.95,291.95,298.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-04-2008 00:00,273.75,278.15,269.15,259.65,285.55,287.65,291.55,298.25,283.65,283.45,298.75,280.05,284.15,282.05,292.45,281.35,286.75,289.95,287.55,288.85,287.95,285.45,294.35,278.75,284.65,274.85,275.35,284.25,281.05,290.95,289.75,,283.15,290.95,290.45,277.25,275.95,276.35,280.45,289.15,288.85,275.55,285.45,283.35,282.75,282.05,286.65,285.65,289.45,289.35,288.55,277.55,277.45,285.05,296.05,276.95,289.75,275.75,277.45,293.15,294.35,293.95,276.15,279.15,272.45,278.95,278.75,286.45,286.45,285.55,285.45,283.25,295.75,297.35,293.15,292.85,285.35,279.55,280.85,276.45,279.85,273.85,288.85,286.25,288.15,285.45,279.55,287.35,287.25,286.55,279.55,277.75,284.25,289.65,281.35,287.85,295.25,295.95,295.25,297.95,287.65,289.15,288.25,288.35,284.05,283.25,287.95,293.35,290.25,280.65,286.05,273.15,276.75,276.75,280.25,276.95,276.85,283.95,282.25,295.55,291.45,288.75,288.65,287.55,289.45,293.55,296.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-05-2008 00:00,274.45,280.95,269.45,258.45,290.45,290.15,289.15,293.45,285.85,285.95,295.85,269.75,272.95,275.05,280.85,269.45,277.05,291.55,292.85,292.65,291.35,288.95,293.55,281.15,291.75,274.15,276.95,,287.55,294.15,285.15,293.65,291.95,295.45,295.25,275.75,276.95,278.55,284.05,293.35,291.55,275.75,277.65,276.55,285.85,285.65,277.35,275.95,290.75,291.85,277.95,278.45,278.35,274.45,287.05,274.75,285.85,277.95,278.75,290.15,296.35,296.15,278.45,282.15,274.95,278.85,278.45,290.65,289.45,276.25,286.65,288.85,302.05,296.55,292.05,296.95,288.05,279.35,286.25,283.55,275.55,272.35,291.05,291.75,292.45,291.15,282.25,290.15,291.05,290.65,280.25,279.25,280.15,281.85,288.85,293.35,296.15,294.75,291.85,298.95,290.65,291.75,290.95,290.95,288.05,288.05,291.05,295.65,291.85,280.95,282.05,273.15,276.95,276.25,270.25,279.35,281.55,,275.25,297.55,292.95,291.05,290.55,291.55,292.45,297.45,295.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-05-2008 00:00,281.05,278.95,268.15,260.65,290.95,293.75,286.35,290.95,288.35,289.75,298.05,266.75,274.05,274.85,277.75,271.15,272.85,294.85,293.85,295.35,293.45,293.15,293.75,281.05,285.85,277.15,278.35,289.15,,283.15,277.35,292.35,292.85,297.95,297.25,276.05,278.05,280.35,279.35,287.25,296.55,276.45,277.95,276.45,290.45,290.25,277.15,270.85,280.75,281.95,272.25,277.95,278.15,273.65,284.05,277.35,288.45,284.85,282.45,283.55,288.65,288.35,281.15,283.85,277.25,281.75,281.65,293.95,293.35,273.05,279.45,292.25,303.05,292.15,283.85,291.45,293.75,282.65,284.25,290.65,274.25,273.55,295.25,292.05,294.25,292.75,287.95,293.25,295.05,292.45,285.85,283.05,277.25,277.45,293.35,288.95,292.25,296.25,285.45,295.45,293.15,296.45,294.45,294.15,293.05,292.35,295.35,289.25,290.05,276.75,278.05,274.65,279.15,278.25,267.15,282.65,283.35,291.95,279.55,298.65,294.75,293.75,295.15,292.75,294.85,296.95,294.65,293.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-05-2008 00:00,282.35,276.35,267.95,261.45,290.85,293.15,287.85,294.15,286.85,291.05,300.35,269.05,279.05,279.85,278.05,275.05,276.05,294.15,294.25,294.45,293.55,291.15,293.25,279.85,282.75,278.55,284.35,281.45,280.95,282.75,280.05,287.85,288.15,295.25,288.95,279.85,277.35,278.05,277.25,283.25,293.05,276.95,278.75,281.05,288.15,287.25,278.95,274.95,281.35,281.75,275.95,279.65,279.75,273.75,286.35,280.65,291.65,287.25,282.05,282.25,284.05,283.25,285.35,285.35,281.55,280.95,281.05,293.15,294.25,272.95,279.85,287.65,300.45,287.35,281.95,288.75,294.55,281.85,281.25,289.65,277.85,273.95,291.85,291.45,293.05,290.05,287.25,291.25,290.75,291.45,283.75,281.45,278.25,278.95,287.95,285.35,286.65,297.45,285.25,292.15,292.55,293.95,293.45,293.05,292.95,292.95,291.15,283.55,282.85,279.85,277.85,276.15,284.65,278.55,272.95,282.55,282.35,286.35,280.55,296.55,295.15,292.15,292.55,290.35,286.75,290.25,295.45,292.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-05-2008 00:00,281.35,278.45,269.15,263.75,287.75,290.35,290.55,296.45,289.35,292.95,300.15,275.75,284.75,285.15,283.45,279.25,281.65,298.05,295.25,293.85,293.35,293.05,293.95,279.95,284.25,281.75,284.85,283.55,282.75,283.95,285.75,285.45,284.05,293.55,287.75,279.55,279.45,278.95,275.55,283.45,289.65,279.45,282.25,283.45,289.55,288.55,283.25,280.45,285.45,284.65,283.75,280.05,279.85,278.25,289.85,283.75,292.45,280.35,285.65,287.65,286.05,285.45,280.75,287.05,284.05,283.55,283.55,294.95,295.85,277.15,282.95,285.45,300.25,292.85,287.45,290.75,292.55,286.45,282.95,281.25,283.25,275.55,288.55,287.75,290.05,288.05,287.35,293.05,287.45,289.05,284.25,283.75,280.85,283.75,284.35,286.15,289.25,296.95,289.85,294.95,291.15,290.05,290.35,291.55,292.05,291.15,287.95,284.25,283.25,283.75,283.85,279.95,283.05,282.85,278.85,281.55,280.15,284.75,285.05,294.85,297.15,294.35,291.15,292.95,285.95,292.05,296.95,289.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-05-2008 00:00,280.85,277.25,271.25,263.25,287.95,288.95,289.15,295.95,289.75,293.85,300.25,277.55,287.55,287.55,288.25,284.55,284.65,296.55,296.65,293.95,293.25,291.35,293.85,279.95,289.45,284.25,286.85,287.65,289.35,290.85,289.15,288.05,286.25,291.35,289.65,280.75,284.25,276.25,276.85,288.95,288.95,280.75,285.35,286.35,288.95,287.15,286.75,282.75,288.75,288.95,288.25,285.45,285.55,280.35,292.45,285.35,291.75,281.65,284.15,292.85,291.15,289.75,284.85,288.15,286.35,282.75,282.55,294.65,294.65,283.05,287.45,285.75,301.55,295.15,293.95,291.15,288.85,285.55,287.55,281.85,285.25,277.95,288.65,287.65,289.35,287.45,287.05,291.35,287.35,288.55,286.95,284.35,283.15,287.75,286.25,289.15,294.35,298.35,291.65,296.65,289.85,289.95,289.65,289.95,288.95,288.75,288.55,289.45,287.45,280.95,285.15,279.55,284.45,286.95,281.95,284.45,281.75,286.75,286.45,297.55,295.65,290.95,290.15,291.05,288.45,292.85,295.85,287.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-05-2008 00:00,280.25,276.95,272.15,263.75,289.15,290.15,285.15,291.45,290.45,294.35,302.15,278.95,285.65,288.85,291.05,282.95,286.95,296.05,293.55,293.15,292.25,292.25,293.65,279.65,291.95,285.25,287.55,291.15,290.15,290.85,291.95,291.05,289.75,293.25,290.05,282.25,284.55,280.95,283.95,290.85,290.05,280.55,286.25,284.55,287.85,286.55,284.45,289.05,292.45,292.45,290.55,285.25,284.85,279.25,292.05,287.35,292.55,283.75,286.15,294.55,294.55,294.25,281.05,285.45,283.85,285.45,285.35,294.65,293.55,285.65,289.25,287.05,301.75,297.85,293.15,294.25,288.95,283.45,291.05,283.95,287.55,279.25,290.55,289.45,291.25,289.05,287.65,290.95,289.85,289.85,283.65,280.75,284.55,287.65,288.85,289.35,295.85,295.35,291.55,299.65,291.15,291.65,291.55,291.05,289.85,290.35,290.45,291.55,288.55,285.25,287.15,279.95,284.95,288.05,281.95,286.35,283.65,291.15,287.95,298.15,294.75,292.35,291.55,291.25,290.55,295.95,293.65,286.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-05-2008 00:00,280.35,277.45,272.75,264.25,292.75,293.35,288.35,293.05,290.35,291.85,305.05,275.95,284.55,287.25,284.95,283.15,285.75,294.55,295.65,297.15,295.95,293.75,293.65,279.45,287.45,282.35,284.15,291.35,287.65,290.35,287.35,294.85,292.45,295.05,294.35,283.15,285.75,279.45,278.75,289.65,294.35,278.55,283.85,282.55,289.55,289.25,282.95,286.05,286.05,285.75,285.75,287.15,287.25,281.65,293.45,282.45,294.55,286.05,287.25,288.75,290.95,290.85,282.95,283.25,281.25,288.95,287.55,294.75,294.15,281.85,286.25,291.45,301.85,297.35,288.15,294.75,293.85,284.05,284.15,288.05,283.75,278.75,294.95,293.95,294.75,293.15,289.05,291.95,294.75,293.65,282.05,281.95,282.15,283.75,291.35,292.65,295.85,297.35,291.05,296.85,294.45,295.35,295.35,294.85,290.95,293.35,294.75,289.75,289.85,284.35,282.05,278.95,284.15,282.45,279.25,281.85,282.35,290.65,287.45,298.45,298.75,294.15,294.95,294.75,295.65,298.75,296.55,286.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-05-2008 00:00,281.55,276.95,273.55,262.45,292.35,294.65,292.05,295.95,290.45,292.35,302.75,274.65,280.45,284.45,287.85,278.15,283.55,298.45,298.05,296.25,295.45,296.75,293.55,279.65,285.55,281.05,282.25,285.85,283.75,290.05,287.05,290.35,290.15,298.45,292.35,281.85,288.35,279.05,277.15,288.55,294.45,276.85,282.45,280.95,293.65,293.45,280.05,282.85,284.85,285.25,284.35,291.55,291.65,279.85,293.35,281.75,293.05,283.65,290.75,291.35,292.45,292.15,279.95,281.45,279.75,289.55,289.25,296.45,296.55,279.45,281.35,290.25,302.75,295.45,291.15,293.85,293.15,281.65,283.85,285.45,282.05,277.15,293.45,292.15,293.05,293.05,292.25,296.05,293.15,292.65,281.35,279.05,280.05,280.95,286.75,291.75,294.85,298.05,292.55,297.15,296.15,295.45,295.95,296.75,293.85,291.85,293.05,290.75,288.55,280.85,278.85,278.15,278.25,280.75,275.05,283.35,281.05,289.25,286.35,299.05,297.55,296.75,296.25,296.55,292.55,296.25,296.65,289.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-05-2008 00:00,282.05,279.55,273.85,263.35,293.35,294.45,293.05,297.25,287.45,291.85,301.85,276.55,284.25,284.35,287.85,280.95,282.65,300.85,300.85,300.75,300.65,295.15,293.75,280.15,286.65,277.55,281.55,284.05,282.35,288.65,286.25,290.25,288.75,298.55,295.05,281.35,284.85,278.85,280.95,286.85,293.95,272.75,276.45,275.45,292.35,292.15,278.15,284.25,287.15,287.55,282.35,283.25,283.15,278.65,290.05,282.65,293.55,281.55,282.15,289.95,291.85,291.35,281.55,281.75,278.75,283.55,283.05,296.25,297.65,280.35,283.05,291.25,302.45,295.65,291.25,298.25,292.25,282.45,284.55,284.45,279.75,275.95,294.15,292.05,294.25,294.05,286.05,298.55,293.85,293.95,282.05,280.35,275.45,281.95,286.55,292.35,295.35,298.65,291.95,299.05,294.85,295.05,295.55,296.75,293.35,288.85,293.75,289.95,286.25,281.25,280.85,273.75,278.15,279.95,277.65,283.15,282.15,284.95,286.05,296.55,300.05,298.65,296.05,297.75,293.55,301.35,298.35,288.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-05-2008 00:00,284.25,282.05,273.65,263.65,293.85,297.55,290.85,294.35,289.85,293.65,304.55,269.45,281.05,283.25,281.35,277.15,277.15,301.55,300.95,300.45,300.45,294.55,293.55,279.85,286.55,277.95,282.15,284.25,282.85,284.55,282.95,290.95,286.85,298.65,296.95,278.55,281.45,279.75,276.25,285.75,296.35,275.65,278.75,277.55,291.45,290.65,277.75,273.95,282.35,282.95,276.95,284.15,283.25,278.95,293.15,279.75,294.35,281.55,285.35,287.45,292.65,292.45,283.95,287.35,281.65,284.25,284.15,295.85,298.35,276.95,279.55,291.45,303.45,298.05,293.85,298.55,285.75,282.85,284.05,279.25,278.55,275.15,294.75,294.55,295.35,293.05,283.85,299.45,294.05,293.55,285.75,282.35,278.65,277.35,285.25,289.25,298.55,299.65,293.65,301.65,297.25,295.95,296.65,298.25,291.55,286.05,294.35,289.35,286.35,282.45,276.45,276.95,281.65,278.05,271.15,285.45,282.85,286.75,284.75,299.95,300.05,298.85,298.95,299.15,293.75,301.25,297.35,290.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-05-2008 00:00,285.55,281.05,273.05,261.05,289.35,291.45,291.55,297.75,290.15,291.55,305.15,276.65,285.85,286.25,284.45,281.35,282.05,301.15,299.45,299.95,299.55,292.95,293.55,278.95,283.35,282.15,284.25,283.45,281.95,284.05,283.05,286.75,286.85,294.45,288.05,279.85,283.95,279.05,277.75,283.65,290.05,278.15,284.25,283.95,288.65,288.95,283.95,282.05,282.25,282.95,282.35,282.95,281.75,278.05,290.05,286.95,294.15,282.05,284.15,284.95,285.55,285.35,282.95,283.95,278.65,281.95,281.55,295.75,295.05,282.35,280.55,285.95,300.15,290.25,285.75,290.95,284.85,281.35,281.95,278.65,283.55,279.85,289.15,289.55,290.85,289.95,282.95,297.45,287.35,290.15,282.85,279.85,279.25,282.55,284.15,285.45,289.85,299.25,290.65,295.65,292.65,292.05,292.75,293.75,286.45,283.65,288.55,284.95,283.25,280.15,279.55,279.75,279.65,284.15,281.05,284.95,283.75,284.65,287.85,296.85,299.35,296.45,292.45,295.15,287.35,293.35,298.75,290.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-05-2008 00:00,285.05,279.35,273.95,259.45,287.05,289.25,291.65,297.05,290.45,288.65,301.45,277.45,282.15,280.55,293.85,279.75,285.25,297.25,294.15,293.25,292.15,289.75,293.15,277.05,284.25,276.35,279.55,283.35,281.45,289.95,293.55,286.35,286.35,291.85,287.95,281.35,283.05,278.65,280.15,284.45,288.55,275.75,282.65,279.95,286.25,286.45,282.75,283.05,288.55,288.35,285.45,281.65,280.95,283.95,293.05,279.85,292.25,282.35,283.35,294.65,288.75,288.15,284.05,284.05,278.35,281.25,281.55,291.65,292.05,282.15,286.75,284.25,301.55,298.15,291.85,289.65,284.35,283.45,282.55,275.75,280.45,275.05,288.85,287.75,289.35,287.05,281.35,290.35,287.25,288.35,282.35,280.25,281.25,285.85,281.45,285.55,293.25,298.55,293.25,299.65,289.65,289.65,289.95,290.55,286.95,282.35,287.25,287.65,284.55,279.75,284.95,275.65,279.55,279.55,275.45,281.35,281.35,285.15,284.55,295.15,296.05,290.65,290.05,290.15,286.65,291.85,297.35,285.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-05-2008 00:00,280.95,279.15,274.65,260.35,286.75,287.95,287.05,291.35,294.75,293.95,300.25,269.65,277.35,279.65,281.95,273.55,279.65,293.45,290.65,291.95,290.65,287.95,294.65,277.55,286.25,279.85,282.75,286.75,285.95,288.45,286.25,289.55,286.55,296.15,291.25,283.55,284.85,281.55,279.75,289.55,289.55,277.05,280.55,280.75,285.55,285.75,282.15,279.55,285.35,285.65,281.45,286.45,285.65,279.55,292.65,278.95,290.05,283.25,284.55,288.75,294.65,294.45,285.95,285.85,280.55,284.45,284.55,289.65,289.75,282.75,283.95,285.35,303.85,299.65,292.15,297.25,286.05,281.95,286.65,281.65,279.75,276.55,288.85,287.65,290.25,287.75,285.95,291.25,287.35,289.05,286.15,282.35,281.95,280.55,284.35,289.25,299.65,296.55,292.65,300.55,288.55,289.95,289.95,288.75,286.75,286.55,288.75,293.35,290.55,282.75,279.95,278.35,280.75,281.15,276.25,283.35,286.65,285.45,281.85,299.45,293.85,291.05,290.35,290.35,288.85,297.95,295.85,290.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-05-2008 00:00,279.95,279.75,273.55,267.15,289.95,293.25,285.35,291.15,294.05,296.15,306.05,272.65,281.75,281.65,283.95,277.65,280.45,294.25,295.35,295.85,294.75,289.15,294.55,278.45,285.25,284.85,288.45,286.85,286.25,285.25,285.55,288.85,288.25,298.15,292.95,283.95,283.95,279.85,283.15,285.45,293.15,281.15,285.55,286.35,286.55,286.85,284.65,279.55,283.45,283.95,283.65,283.75,282.95,276.95,285.75,285.55,293.55,285.45,286.25,283.15,289.95,289.45,285.25,290.85,286.05,283.85,283.65,290.65,289.85,283.45,282.75,288.35,302.85,296.65,285.35,296.35,287.85,285.05,286.05,283.75,282.45,280.15,292.05,290.55,291.95,290.35,285.95,293.55,291.75,290.25,290.25,284.65,284.35,284.55,284.75,291.35,293.75,298.15,289.45,300.45,293.95,293.55,294.55,294.15,287.05,290.05,292.05,287.15,287.85,282.65,283.25,281.85,286.15,287.25,277.75,288.85,281.95,287.75,284.95,300.25,295.65,294.45,294.55,293.95,292.35,296.45,296.95,292.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-05-2008 00:00,281.95,280.75,273.65,269.65,291.35,294.75,287.85,294.45,297.45,298.75,308.45,271.15,279.55,282.75,283.25,278.35,281.75,294.25,295.05,296.05,296.05,291.65,295.75,281.35,286.05,286.65,290.15,283.05,282.75,287.75,285.25,290.05,289.15,296.45,296.65,284.35,283.65,282.25,287.15,284.85,294.95,286.35,285.55,286.25,289.35,288.75,286.65,284.25,286.55,286.25,285.05,286.35,285.75,274.35,285.25,284.95,297.65,283.75,287.45,286.55,289.55,288.75,281.85,291.75,288.55,284.55,284.25,295.35,294.15,284.45,285.65,289.15,301.65,291.45,284.55,291.55,292.35,288.55,285.85,285.85,282.75,281.05,292.85,292.15,292.75,291.45,290.05,295.25,292.65,291.85,294.55,290.25,285.65,287.25,285.25,288.05,291.05,296.35,288.75,295.45,293.85,294.35,294.85,295.85,292.45,292.25,292.25,286.95,283.05,284.35,285.25,284.25,287.25,287.05,279.95,292.25,282.75,284.75,287.05,300.05,295.25,295.55,295.75,294.45,291.55,293.85,300.55,296.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
