variable,date,best_model,rmse_vs_era5,correlation_vs_era5
Relative humidity,2015-09-05,RBF linear,20.890202479148943,0.23264651719263008
Relative humidity,2015-09-06,RBF linear,15.027367525954572,0.6463088576631666
Relative humidity,2015-09-07,RBF linear,17.823440146260097,0.42415170523240214
Relative humidity,2015-09-08,RBF linear,13.423375263606866,0.7483741507552251
Relative humidity,2015-09-09,RBF linear,9.688579440152544,0.8870438921611755
Relative humidity,2015-09-10,RBF linear,15.861671504182645,0.6860114673548697
Relative humidity,2015-09-11,RBF linear,21.79997464598708,0.2741938232928055
Relative humidity,2015-09-12,RBF linear,21.742759910834092,0.46992335692763315
Relative humidity,2015-10-01,RBF linear,24.44380269028022,-0.09781122370294633
Relative humidity,2015-10-02,RBF linear,15.905862522398335,0.5593266408744714
Relative humidity,2015-10-03,RBF linear,20.296526880845068,0.39496983702632665
Relative humidity,2015-10-04,RBF linear,20.512233129536593,0.3889462632108545
Relative humidity,2015-10-05,RBF linear,18.677154810837223,0.3403691893565194
Relative humidity,2015-10-06,RBF linear,12.18396610846455,0.49931167187559244
Relative humidity,2015-10-07,RBF linear,11.493149534704585,0.5036276788181547
Relative humidity,2015-10-08,RBF linear,14.862783217786156,0.5947331476559095
Relative humidity,2015-10-09,RBF linear,14.339620479290971,0.6902836447367249
Relative humidity,2015-10-10,RBF linear,9.066958347919748,0.8591997241707175
Relative humidity,2015-10-11,RBF linear,21.62835886791183,0.27659198669351287
Relative humidity,2015-10-12,RBF linear,20.534954557809908,0.5597164172507969
Relative humidity,2015-11-01,RBF linear,21.923740812394183,-0.01329775431415182
Relative humidity,2015-11-02,RBF linear,16.20556452958278,0.5481719599105137
Relative humidity,2015-11-03,RBF linear,21.075203365123347,0.4062200297970578
Relative humidity,2015-11-04,RBF linear,26.772641081087375,0.10377632422495908
Relative humidity,2015-11-05,RBF linear,17.48378185826879,0.49742567080688693
Relative humidity,2015-11-06,RBF linear,16.789252105490526,0.42390404653484526
Relative humidity,2015-11-07,RBF linear,12.395476450924066,0.6298182651381369
Relative humidity,2015-11-08,RBF linear,18.87273508414787,0.4071413852659504
Relative humidity,2015-11-09,RBF linear,20.520263468682128,0.31216953708773915
Relative humidity,2015-11-10,RBF linear,21.134943635097297,0.2642974381272171
Relative humidity,2015-11-11,RBF linear,9.910175581625113,0.8109669258092824
Relative humidity,2015-11-12,RBF linear,15.33501732004516,0.7030328994541803
Relative humidity,2015-12-01,RBF linear,20.584659366193396,0.06533624329105256
Relative humidity,2015-12-02,RBF linear,17.730395863721178,0.6326046352145096
Relative humidity,2015-12-03,RBF linear,23.904703259852273,0.3085030094703703
Relative humidity,2015-12-04,RBF linear,23.21283934580519,0.2515964478776366
Relative humidity,2015-12-05,RBF linear,14.434953219027781,0.546041177250865
Relative humidity,2015-12-06,RBF linear,17.157752711349588,0.5060523118656808
Relative humidity,2015-12-07,RBF linear,12.852984737004743,0.7282198387548002
Relative humidity,2015-12-08,RBF linear,18.71317788429257,0.42969461010525645
Relative humidity,2015-12-09,RBF linear,21.07806644535844,0.42138119002828694
Relative humidity,2015-12-10,RBF linear,20.161977908743232,0.5523621741596368
Relative humidity,2015-12-11,RBF linear,17.795573295977764,0.6039876436200149
Relative humidity,2015-12-12,RBF linear,10.162801170347262,0.7094310358830188
Soil moisture 10cm,2015-01-01,Kriging spherical,0.15341456183798585,0.43752562233359615
Soil moisture 10cm,2015-01-02,Kriging spherical,0.15267785494047326,0.4642213593355818
Soil moisture 10cm,2015-01-03,Kriging spherical,0.15496421273060346,0.5080596419759859
Soil moisture 10cm,2015-01-04,Kriging spherical,0.14674802287340166,0.5693407315416872
Soil moisture 10cm,2015-01-05,Kriging spherical,0.1529523523538017,0.47924257961538946
Soil moisture 10cm,2015-01-06,Kriging spherical,0.15676820743564404,0.3633098495947098
Soil moisture 10cm,2015-01-07,Kriging spherical,0.15394799881147994,0.41427436303934445
Soil moisture 10cm,2015-01-08,Kriging spherical,0.16995496023182732,0.2411502295768257
Soil moisture 10cm,2015-01-09,Kriging spherical,0.17007140387586558,0.2345172439488055
Soil moisture 10cm,2015-01-10,Kriging spherical,0.1728461865748161,0.1235520277709485
Soil moisture 10cm,2015-01-11,Kriging spherical,0.1467615990031293,0.48032583662440015
Soil moisture 10cm,2015-01-12,Kriging spherical,0.15166119922289373,0.44812247438298075
Soil moisture 10cm,2015-02-01,Kriging spherical,0.15637561049971657,0.31331581964219923
Soil moisture 10cm,2015-02-02,Kriging spherical,0.15350850153229537,0.43867884056304174
Soil moisture 10cm,2015-02-03,Kriging spherical,0.15430443475723604,0.4160401264690358
Soil moisture 10cm,2015-02-04,Kriging spherical,0.14731528487938078,0.4634624039780069
Soil moisture 10cm,2015-02-05,Kriging spherical,0.15336219500545845,0.3938669395056532
Soil moisture 10cm,2015-02-06,Kriging spherical,0.15470564102628906,0.35646023224477724
Soil moisture 10cm,2015-02-07,Kriging spherical,0.16280889228418513,0.32754577117114414
Soil moisture 10cm,2015-02-08,Kriging spherical,0.1771824220175889,0.21848123482697515
Soil moisture 10cm,2015-02-09,Kriging spherical,0.17680828037973667,0.24659175175577594
Soil moisture 10cm,2015-02-10,Kriging spherical,0.17978287085716985,0.1009202604519341
Soil moisture 10cm,2015-02-11,Kriging spherical,0.15371031697544163,0.400860264512658
Soil moisture 10cm,2015-02-12,Kriging spherical,0.14939358147587606,0.44967547592000606
Soil moisture 10cm,2015-03-01,Kriging spherical,0.1508703933833013,0.46535295598565735
Soil moisture 10cm,2015-03-02,Kriging spherical,0.15478182676217234,0.4598456651773894
Soil moisture 10cm,2015-03-03,Kriging spherical,0.15555458695378796,0.4279887351002243
Soil moisture 10cm,2015-03-04,Kriging spherical,0.14743838704762025,0.4896289821056915
Soil moisture 10cm,2015-03-05,Kriging spherical,0.1528154997338519,0.4587512932063125
Soil moisture 10cm,2015-03-06,Kriging spherical,0.15042201788291812,0.414031568990382
Soil moisture 10cm,2015-03-07,Kriging spherical,0.14941226996601278,0.4432961855041992
Soil moisture 10cm,2015-03-08,Kriging spherical,0.17074534515579637,0.23845557611843915
Soil moisture 10cm,2015-03-09,Kriging spherical,0.17250508463327577,0.2919249549304031
Soil moisture 10cm,2015-03-10,Kriging spherical,0.17963480954211244,0.12952167654230964
Soil moisture 10cm,2015-03-11,Kriging spherical,0.15576620368597746,0.4653051666620619
Soil moisture 10cm,2015-03-12,Kriging spherical,0.15417746896762466,0.47320201071120793
Soil moisture 10cm,2015-04-01,Kriging spherical,0.1556402941385567,0.5177705920526209
Soil moisture 10cm,2015-04-02,Kriging spherical,0.15410807754118674,0.5342260210958445
Soil moisture 10cm,2015-04-03,Kriging spherical,0.15586990822282445,0.6134711903140707
Soil moisture 10cm,2015-04-04,Kriging spherical,0.13634296461616988,0.6463712224093031
Soil moisture 10cm,2015-04-05,Kriging spherical,0.14885201273508555,0.4708965159210074
Soil moisture 10cm,2015-04-06,Kriging spherical,0.15093121017129124,0.426292439400757
Soil moisture 10cm,2015-04-07,Kriging spherical,0.14210441759485265,0.5209406864836112
Soil moisture 10cm,2015-04-08,Kriging spherical,0.16759727238214314,0.24808400829099783
Soil moisture 10cm,2015-04-09,Kriging spherical,0.16771803956507522,0.2929778493723472
Soil moisture 10cm,2015-04-10,Kriging spherical,0.1671488531405083,0.26609873230395914
Soil moisture 10cm,2015-04-11,Kriging spherical,0.15000303133265974,0.5203613418147287
Soil moisture 10cm,2015-04-12,Kriging spherical,0.15122925755501948,0.4952592844893619
Soil moisture 10cm,2015-05-01,Kriging spherical,0.15584958795777779,0.4609778820163074
Soil moisture 10cm,2015-05-02,Kriging spherical,0.15942867670556307,0.4328439212143091
Soil moisture 10cm,2015-05-03,Kriging spherical,0.15240384922935007,0.5557923725945624
Soil moisture 10cm,2015-05-04,Kriging spherical,0.13358822560905828,0.576229955046969
Soil moisture 10cm,2015-05-05,Kriging spherical,0.14500124519040408,0.3749941549261466
Soil moisture 10cm,2015-05-06,Kriging spherical,0.14131080627264095,0.43466938604378563
Soil moisture 10cm,2015-05-07,Kriging spherical,0.13971784177644536,0.4255060954545089
Soil moisture 10cm,2015-05-08,Kriging spherical,0.15382182637892336,0.2765113307294993
Soil moisture 10cm,2015-05-09,Kriging spherical,0.15696222247401567,0.3062486145575336
Soil moisture 10cm,2015-05-10,Kriging spherical,0.16336928133493178,0.16933462637220476
Soil moisture 10cm,2015-05-11,Kriging spherical,0.14590185578202233,0.5428068188003508
Soil moisture 10cm,2015-05-12,Kriging spherical,0.15016701441462285,0.511995498108024
Soil moisture 10cm,2015-06-01,Kriging spherical,0.15439243819687573,0.48752465916004206
Soil moisture 10cm,2015-06-02,Kriging spherical,0.1529867628913813,0.5660761058415147
Soil moisture 10cm,2015-06-03,Kriging spherical,0.15047168269676864,0.5994085663988152
Soil moisture 10cm,2015-06-04,Kriging spherical,0.1381740612975786,0.6079612577498247
Soil moisture 10cm,2015-06-05,Kriging spherical,0.15101897936636136,0.37531120989210726
Soil moisture 10cm,2015-06-06,Kriging spherical,0.1386942410155963,0.5134184350855535
Soil moisture 10cm,2015-06-07,Kriging spherical,0.1397213679332895,0.44527621883977647
Soil moisture 10cm,2015-06-08,Kriging spherical,0.15284222622485785,0.25220939348996
Soil moisture 10cm,2015-06-09,Kriging spherical,0.1511886301563939,0.32977948511675853
Soil moisture 10cm,2015-06-10,Kriging spherical,0.1456194742076907,0.2697306794158206
Soil moisture 10cm,2015-06-11,Kriging spherical,0.136664911185221,0.508229914725853
Soil moisture 10cm,2015-06-12,Kriging spherical,0.14048279692144805,0.5270501215460653
Soil moisture 10cm,2015-07-01,Kriging spherical,0.15217460309334785,0.47816240168934215
Soil moisture 10cm,2015-07-02,Kriging spherical,0.1610363294851351,0.4677024208544639
Soil moisture 10cm,2015-07-03,Kriging spherical,0.15274606379355596,0.5570083977139169
Soil moisture 10cm,2015-07-04,Kriging spherical,0.14470587540938326,0.5549249380187468
Soil moisture 10cm,2015-07-05,Kriging spherical,0.15221489552737144,0.3407361611310932
Soil moisture 10cm,2015-07-06,Kriging spherical,0.14464749371320915,0.45469751040013273
Soil moisture 10cm,2015-07-07,Kriging spherical,0.1353896544978207,0.5607182334565279
Soil moisture 10cm,2015-07-08,Kriging spherical,0.15296208173898607,0.44222333303663264
Soil moisture 10cm,2015-07-09,Kriging spherical,0.15689220508237475,0.2821445004312406
Soil moisture 10cm,2015-07-10,Kriging spherical,0.15004993367346323,0.2795735315995381
Soil moisture 10cm,2015-07-11,Kriging spherical,0.13563614661462975,0.5423150454757569
Soil moisture 10cm,2015-07-12,Kriging spherical,0.14065204700548642,0.5345379910359175
Soil moisture 10cm,2015-08-01,Kriging spherical,0.14897069749617955,0.34731572496078494
Soil moisture 10cm,2015-08-02,Kriging spherical,0.16379021057606288,0.30306250819705605
Soil moisture 10cm,2015-08-03,Kriging spherical,0.1471346488506786,0.4633565352577705
Soil moisture 10cm,2015-08-04,Kriging spherical,0.13896286078807543,0.4310745024458126
Soil moisture 10cm,2015-08-05,Kriging spherical,0.13595496123740655,0.36428897003426175
Soil moisture 10cm,2015-08-06,Kriging spherical,0.1333217565863462,0.45889363154296403
Soil moisture 10cm,2015-08-07,Kriging spherical,0.13263751297961163,0.48260338894422944
Soil moisture 10cm,2015-08-08,Kriging spherical,0.13767260206285434,0.34944180109124495
Soil moisture 10cm,2015-08-09,Kriging spherical,0.13678121340800783,0.3328923300176606
Soil moisture 10cm,2015-08-10,Kriging spherical,0.13703866646428792,0.2996837918086654
Soil moisture 10cm,2015-08-11,Kriging spherical,0.13714133667955078,0.5246352576693414
Soil moisture 10cm,2015-08-12,Kriging spherical,0.14532480406937182,0.4461066575953783
Soil moisture 10cm,2015-09-01,Kriging spherical,0.14712683281209274,0.3840886712578633
Soil moisture 10cm,2015-09-02,Kriging spherical,0.16209232548725191,0.35522940216277654
Soil moisture 10cm,2015-09-03,Kriging spherical,0.15132477718051693,0.43629964988398146
Soil moisture 10cm,2015-09-04,Kriging spherical,0.140010470782602,0.44051361222619717
Soil moisture 10cm,2015-09-05,Kriging spherical,0.1420351342463195,0.2675509052533411
Soil moisture 10cm,2015-09-06,Kriging spherical,0.13306789385860798,0.4191779939243372
Soil moisture 10cm,2015-09-07,Kriging spherical,0.13337262129504912,0.3595395332399514
Soil moisture 10cm,2015-09-08,Kriging spherical,0.137272887063612,0.25017324709097527
Soil moisture 10cm,2015-09-09,Kriging spherical,0.13684425464349692,0.41613980942165757
Soil moisture 10cm,2015-09-10,Kriging spherical,0.1450346888125356,0.26782976593040464
Soil moisture 10cm,2015-09-11,Kriging spherical,0.13979606759526397,0.5176467855900625
Soil moisture 10cm,2015-09-12,Kriging spherical,0.15056120953936808,0.43785012511716653
Soil moisture 10cm,2015-10-01,Kriging spherical,0.14817987067193847,0.4615682836262493
Soil moisture 10cm,2015-10-02,Kriging spherical,0.15428661684332012,0.47280732291872296
Soil moisture 10cm,2015-10-03,Kriging spherical,0.15078035356073838,0.4382513401851106
Soil moisture 10cm,2015-10-04,Kriging spherical,0.13835085238214093,0.532124817397357
Soil moisture 10cm,2015-10-05,Kriging spherical,0.14953930902306395,0.20863124196448268
Soil moisture 10cm,2015-10-06,Kriging spherical,0.13234802368842075,0.42569794105526715
Soil moisture 10cm,2015-10-07,Kriging spherical,0.13130709466663829,0.3984272347748554
Soil moisture 10cm,2015-10-08,Kriging spherical,0.14179438144410414,0.22395255403596856
Soil moisture 10cm,2015-10-09,Kriging spherical,0.14250555078041735,0.24819897050329112
Soil moisture 10cm,2015-10-10,Kriging spherical,0.146451515740238,0.24455215680991899
Soil moisture 10cm,2015-10-11,Kriging spherical,0.13853659550073735,0.4616769124624874
Soil moisture 10cm,2015-10-12,Kriging spherical,0.1505577886711204,0.37850856145044876
Soil moisture 10cm,2015-11-01,Kriging spherical,0.15751079419044595,0.487225178677379
Soil moisture 10cm,2015-11-02,Kriging spherical,0.15994463075112964,0.4488236869037991
Soil moisture 10cm,2015-11-03,Kriging spherical,0.1553595963422027,0.4676908632697522
Soil moisture 10cm,2015-11-04,Kriging spherical,0.14566828440857577,0.5320590179190601
Soil moisture 10cm,2015-11-05,Kriging spherical,0.15516814696976486,0.3610669076192459
Soil moisture 10cm,2015-11-06,Kriging spherical,0.15716385696341048,0.41331863044017175
Soil moisture 10cm,2015-11-07,Kriging spherical,0.15796076165820044,0.39103988378703164
Soil moisture 10cm,2015-11-08,Kriging spherical,0.16809524496096484,0.29042999483015886
Soil moisture 10cm,2015-11-09,Kriging spherical,0.16641162312878702,0.24350692217646186
Soil moisture 10cm,2015-11-10,Kriging spherical,0.167194442558905,0.17688847357946574
Soil moisture 10cm,2015-11-11,Kriging spherical,0.14940361644786868,0.4422702193647589
Soil moisture 10cm,2015-11-12,Kriging spherical,0.1537486086473805,0.4735918957527587
Soil moisture 10cm,2015-12-01,Kriging spherical,0.1545175247993107,0.4984486293678772
Soil moisture 10cm,2015-12-02,Kriging spherical,0.15727898540297677,0.4946888377326402
Soil moisture 10cm,2015-12-03,Kriging spherical,0.1561773118215301,0.5080168266121345
Soil moisture 10cm,2015-12-04,Kriging spherical,0.1495151908749727,0.5217758383853512
Soil moisture 10cm,2015-12-05,Kriging spherical,0.1556536934377294,0.3871457204249732
Soil moisture 10cm,2015-12-06,Kriging spherical,0.159398988005734,0.32583212577595405
Soil moisture 10cm,2015-12-07,Kriging spherical,0.1588473610403119,0.34610527543084135
Soil moisture 10cm,2015-12-08,Kriging spherical,0.1661272467704215,0.3204912161432049
Soil moisture 10cm,2015-12-09,Kriging spherical,0.1662760355699526,0.2623878187380582
Soil moisture 10cm,2015-12-10,Kriging spherical,0.1715964717387356,0.1519059064509235
Soil moisture 10cm,2015-12-11,Kriging spherical,0.1522533322848627,0.45321952806338023
Soil moisture 10cm,2015-12-12,Kriging spherical,0.1544826217773571,0.47143137311877614
Soil temperature,2015-01-01,RBF linear,267.01900387550586,0.8443677968657689
Soil temperature,2015-01-02,RBF linear,268.4124930754959,0.7043909024386042
Soil temperature,2015-01-03,RBF linear,268.8069673006454,0.7768638632766617
Soil temperature,2015-01-04,RBF linear,279.9764886875356,0.5156096400902065
Soil temperature,2015-01-05,RBF linear,286.0164628427826,0.4787360195937211
Soil temperature,2015-01-06,RBF linear,289.34476763209096,0.5745075086211371
Soil temperature,2015-01-07,RBF linear,292.86926322202163,0.44677876479788053
Soil temperature,2015-01-08,RBF linear,295.20519402041555,0.5307060714679724
Soil temperature,2015-01-09,RBF linear,293.3754726330376,0.5289199741217119
Soil temperature,2015-01-10,RBF linear,286.9941472896827,0.7175534969588059
Soil temperature,2015-01-11,RBF linear,281.3644161309697,0.8506778850218417
Soil temperature,2015-01-12,RBF linear,272.3233427420594,0.8012799134999206
Soil temperature,2015-02-01,RBF linear,266.81719217416054,0.8546176267604562
Soil temperature,2015-02-02,RBF linear,267.4363903447315,0.8376985439262691
Soil temperature,2015-02-03,RBF linear,269.74557863677325,0.8331338891947787
Soil temperature,2015-02-04,RBF linear,279.10236966620755,0.6964230544357091
Soil temperature,2015-02-05,RBF linear,285.3019777772975,0.49762235200629523
Soil temperature,2015-02-06,RBF linear,287.1271511207578,0.5743289137361676
Soil temperature,2015-02-07,RBF linear,290.74979824471234,0.6525080030418177
Soil temperature,2015-02-08,RBF linear,290.48979805798814,0.7162437234641907
Soil temperature,2015-02-09,RBF linear,289.4511751742998,0.6901742834429324
Soil temperature,2015-02-10,RBF linear,281.55398752593146,0.8667540802410685
Soil temperature,2015-02-11,RBF linear,278.281128993795,0.8631360432021201
Soil temperature,2015-02-12,RBF linear,271.9219827929334,0.8432994710443209
Soil temperature,2015-03-01,RBF linear,267.65825658165795,0.7883057843064424
Soil temperature,2015-03-02,RBF linear,266.53136099762133,0.7087061391618679
Soil temperature,2015-03-03,RBF linear,268.4633677395642,0.8474276995273023
Soil temperature,2015-03-04,RBF linear,278.73648262677415,0.8746489163705378
Soil temperature,2015-03-05,RBF linear,286.0389465476225,0.5826509244018285
Soil temperature,2015-03-06,RBF linear,287.82643001582005,0.4953557762819371
Soil temperature,2015-03-07,RBF linear,291.1677184224853,0.5683050831610212
Soil temperature,2015-03-08,RBF linear,290.9701471263314,0.7295939239250848
Soil temperature,2015-03-09,RBF linear,288.92370031090826,0.6268818971374204
Soil temperature,2015-03-10,RBF linear,279.5377706791782,0.8828652829570973
Soil temperature,2015-03-11,RBF linear,275.9383843553581,0.8375597330489147
Soil temperature,2015-03-12,RBF linear,268.010883320798,0.8211722043649455
Soil temperature,2015-04-01,RBF linear,260.7356915619799,0.5909201884324465
Soil temperature,2015-04-02,RBF linear,261.55735363577037,0.7411550672937577
Soil temperature,2015-04-03,RBF linear,263.4493389924491,0.8693256980401644
Soil temperature,2015-04-04,RBF linear,272.83103075218077,0.9215525143866352
Soil temperature,2015-04-05,RBF linear,280.634673391111,0.7881310285761283
Soil temperature,2015-04-06,RBF linear,282.84198613086284,0.7904975240791982
Soil temperature,2015-04-07,RBF linear,286.15517589745946,0.5834412505789037
Soil temperature,2015-04-08,RBF linear,286.2735427147257,0.8326714220069286
Soil temperature,2015-04-09,RBF linear,283.9558043153232,0.7463901051318816
Soil temperature,2015-04-10,RBF linear,275.55468711819043,0.8805331307248927
Soil temperature,2015-04-11,RBF linear,272.6182053543245,0.7518507739143483
Soil temperature,2015-04-12,RBF linear,264.475034283493,0.7550464931727909
Soil temperature,2015-05-01,RBF linear,256.72789350120934,0.6533878194208631
Soil temperature,2015-05-02,RBF linear,258.4753249538364,0.6550685467351641
Soil temperature,2015-05-03,RBF linear,256.8644176985177,0.6342376520572259
Soil temperature,2015-05-04,RBF linear,266.4151035838297,0.7670145985334361
Soil temperature,2015-05-05,RBF linear,274.7505618835052,0.7997291093314595
Soil temperature,2015-05-06,RBF linear,278.6175682559763,0.7424653639084373
Soil temperature,2015-05-07,RBF linear,281.2224207962959,0.6536068070270984
Soil temperature,2015-05-08,RBF linear,282.2864792854093,0.7073382520315113
Soil temperature,2015-05-09,RBF linear,280.50514689312286,0.7239362406939936
Soil temperature,2015-05-10,RBF linear,273.18351719544796,0.7793003800947811
Soil temperature,2015-05-11,RBF linear,270.0820542135299,0.7607085591856545
Soil temperature,2015-05-12,RBF linear,262.9065835841521,0.7213908976711497
Soil temperature,2015-06-01,RBF linear,252.82964999710074,0.7113999882066894
Soil temperature,2015-06-02,RBF linear,255.75751256976233,0.6234574084585677
Soil temperature,2015-06-03,RBF linear,255.01951606653438,0.6584592465494764
Soil temperature,2015-06-04,RBF linear,264.8772232756164,0.7860284795778927
Soil temperature,2015-06-05,RBF linear,271.16289706583393,0.7529908153989355
Soil temperature,2015-06-06,RBF linear,275.72786170120924,0.8104995286277319
Soil temperature,2015-06-07,RBF linear,277.2749266678424,0.7007749407617655
Soil temperature,2015-06-08,RBF linear,276.8169145200842,0.7587853997627021
Soil temperature,2015-06-09,RBF linear,275.2793638737736,0.4616523970958355
Soil temperature,2015-06-10,RBF linear,268.45828970932683,0.6301010883339119
Soil temperature,2015-06-11,RBF linear,263.64364201796593,0.5268330367415494
Soil temperature,2015-06-12,RBF linear,257.3692642404135,0.5215530783464576
Soil temperature,2015-07-01,RBF linear,247.3672356868591,0.5294878122494052
Soil temperature,2015-07-02,RBF linear,254.5071251246333,0.600911802020421
Soil temperature,2015-07-03,RBF linear,253.94746394170113,0.5944576587122595
Soil temperature,2015-07-04,RBF linear,261.92179571897293,0.617379104830224
Soil temperature,2015-07-05,RBF linear,267.7482865778652,0.4135511733618357
Soil temperature,2015-07-06,RBF linear,273.08748518436465,0.6765098630085191
Soil temperature,2015-07-07,RBF linear,274.10132294005984,0.7480541991631833
Soil temperature,2015-07-08,RBF linear,275.6647589852073,0.7112245125576168
Soil temperature,2015-07-09,RBF linear,274.6695044617247,0.5033393173379962
Soil temperature,2015-07-10,RBF linear,267.2151479456546,0.6593150159544828
Soil temperature,2015-07-11,RBF linear,260.1377746137628,0.6081074541749137
Soil temperature,2015-07-12,RBF linear,255.81613803365022,0.45479989957462535
Soil temperature,2015-08-01,RBF linear,245.23464427271603,0.5244321335337282
Soil temperature,2015-08-02,RBF linear,254.52157070011,0.6252817575324285
Soil temperature,2015-08-03,RBF linear,254.60958422475693,0.6255996255581754
Soil temperature,2015-08-04,RBF linear,261.39430169975327,0.6961921089448784
Soil temperature,2015-08-05,RBF linear,266.823505635202,0.5868953761765545
Soil temperature,2015-08-06,RBF linear,273.25601754652035,0.7165893889808035
Soil temperature,2015-08-07,RBF linear,273.46629616606697,0.6688589962797197
Soil temperature,2015-08-08,RBF linear,274.73369941675696,0.8134616181166965
Soil temperature,2015-08-09,RBF linear,273.3611151102783,0.6885478361034695
Soil temperature,2015-08-10,RBF linear,266.2435006341792,0.7009114843264783
Soil temperature,2015-08-11,RBF linear,258.38232881188543,0.5960369059057096
Soil temperature,2015-08-12,RBF linear,256.0827101265176,0.5042016816324779
Soil temperature,2015-09-01,RBF linear,247.2241342951886,0.4864688625461418
Soil temperature,2015-09-02,RBF linear,254.28839180467568,0.5295437355545793
Soil temperature,2015-09-03,RBF linear,256.71170263811865,0.5626511560205206
Soil temperature,2015-09-04,RBF linear,262.67678040606376,0.6571721715942571
Soil temperature,2015-09-05,RBF linear,267.95183048757707,0.6026348744278941
Soil temperature,2015-09-06,RBF linear,273.8345474020594,0.5877727451225438
Soil temperature,2015-09-07,RBF linear,274.4755892725464,0.5624454863829357
Soil temperature,2015-09-08,RBF linear,275.804030300034,0.7394258704197261
Soil temperature,2015-09-09,RBF linear,274.0123752948373,0.8560324268626068
Soil temperature,2015-09-10,RBF linear,268.12941739546574,0.7598452159330593
Soil temperature,2015-09-11,RBF linear,261.04545980069804,0.7444022395983211
Soil temperature,2015-09-12,RBF linear,260.1814124449148,0.6854376920814677
Soil temperature,2015-10-01,RBF linear,251.4189511666185,0.72720210835924
Soil temperature,2015-10-02,RBF linear,258.77009948851037,0.8022782760461923
Soil temperature,2015-10-03,RBF linear,265.17282483501145,0.8148492956424868
Soil temperature,2015-10-04,RBF linear,269.8074049596205,0.8642038479303193
Soil temperature,2015-10-05,RBF linear,274.45706602019567,0.7390764852089431
Soil temperature,2015-10-06,RBF linear,279.2515989560487,0.7408910707430832
Soil temperature,2015-10-07,RBF linear,280.34183505866037,0.7682632403529231
Soil temperature,2015-10-08,RBF linear,280.9001474061697,0.771932489538564
Soil temperature,2015-10-09,RBF linear,278.1053178126202,0.849187974200751
Soil temperature,2015-10-10,RBF linear,272.72760060112324,0.8402257208953735
Soil temperature,2015-10-11,RBF linear,264.8891122186093,0.7810372222673748
Soil temperature,2015-10-12,RBF linear,263.3101377453685,0.8331788664132
Soil temperature,2015-11-01,RBF linear,259.01110783069515,0.7888652447603726
Soil temperature,2015-11-02,RBF linear,261.140654240105,0.6889618611522452
Soil temperature,2015-11-03,RBF linear,268.8035112253531,0.8324538273285609
Soil temperature,2015-11-04,RBF linear,272.71595828633804,0.8189228207771686
Soil temperature,2015-11-05,RBF linear,276.6292151429678,0.7637187978349391
Soil temperature,2015-11-06,RBF linear,283.02466243689616,0.6368009240748996
Soil temperature,2015-11-07,RBF linear,285.9038815882033,0.7059588371923534
Soil temperature,2015-11-08,RBF linear,286.5504185615832,0.6295904330200969
Soil temperature,2015-11-09,RBF linear,282.7818831463877,0.6980518772085648
Soil temperature,2015-11-10,RBF linear,278.6406820643032,0.6915543120738926
Soil temperature,2015-11-11,RBF linear,270.35934313815665,0.9227476415124275
Soil temperature,2015-11-12,RBF linear,269.8125029306978,0.9141069402294673
Soil temperature,2015-12-01,RBF linear,266.2471972838386,0.8052216102205236
Soil temperature,2015-12-02,RBF linear,266.39534902545927,0.6239078308942722
Soil temperature,2015-12-03,RBF linear,275.063813228488,0.6656127416775061
Soil temperature,2015-12-04,RBF linear,278.8791035809964,0.6535112809452243
Soil temperature,2015-12-05,RBF linear,281.8824794894462,0.8022099214951185
Soil temperature,2015-12-06,RBF linear,288.5752000185197,0.6394211803513672
Soil temperature,2015-12-07,RBF linear,290.3932168637739,0.6556087506088727
Soil temperature,2015-12-08,RBF linear,289.9553644487293,0.6593558285527802
Soil temperature,2015-12-09,RBF linear,284.36156463060564,0.6928981382084545
Soil temperature,2015-12-10,RBF linear,280.2862479603475,0.7568300962036401
Soil temperature,2015-12-11,RBF linear,271.44161280868485,0.924285527463745
Soil temperature,2015-12-12,RBF linear,270.6438089837271,0.9352047668418033
